m,TagName,
"2010-08-01 00:00:00","java","4693"
"2010-08-01 00:00:00","javascript","3995"
"2010-08-01 00:00:00","matlab","140"
"2010-08-01 00:00:00","objective-c","1871"
"2010-08-01 00:00:00","pascal","5"
"2010-08-01 00:00:00","perl","544"
"2010-08-01 00:00:00","php","5096"
"2010-08-01 00:00:00","prolog","10"
"2010-08-01 00:00:00","python","2489"
"2010-08-01 00:00:00","r","283"
"2010-08-01 00:00:00","ruby","990"
"2010-08-01 00:00:00","scala","170"
"2010-08-01 00:00:00","sql","1912"
"2010-09-01 00:00:00","ada","6"
"2010-09-01 00:00:00","assembly","117"
"2010-09-01 00:00:00","awk","50"
"2010-09-01 00:00:00","bash","272"
"2010-09-01 00:00:00","basic","1"
"2010-09-01 00:00:00","c","1369"
"2010-09-01 00:00:00","c#","6401"
"2010-09-01 00:00:00","c++","2725"
"2010-09-01 00:00:00","clojure","90"
"2010-09-01 00:00:00","cobol","5"
"2010-09-01 00:00:00","coffeescript","1"
"2010-09-01 00:00:00","curl","97"
"2010-09-01 00:00:00","delphi","318"
"2010-09-01 00:00:00","fortran","20"
"2010-09-01 00:00:00","go","9"
"2010-09-01 00:00:00","groovy","96"
"2010-09-01 00:00:00","haskell","111"
"2010-09-01 00:00:00","java","4697"
"2010-09-01 00:00:00","javascript","3991"
"2010-09-01 00:00:00","matlab","163"
"2010-09-01 00:00:00","objective-c","1653"
"2010-09-01 00:00:00","pascal","12"
"2010-09-01 00:00:00","perl","459"
"2010-09-01 00:00:00","php","4660"
"2010-09-01 00:00:00","prolog","14"
"2010-09-01 00:00:00","python","2245"
"2010-09-01 00:00:00","r","235"
"2010-09-01 00:00:00","ruby","935"
"2010-09-01 00:00:00","scala","225"
"2010-09-01 00:00:00","sql","1742"
"2010-10-01 00:00:00","ada","9"
"2010-10-01 00:00:00","assembly","123"
"2010-10-01 00:00:00","awk","37"
"2010-10-01 00:00:00","bash","253"
"2010-10-01 00:00:00","basic","1"
"2010-10-01 00:00:00","c","1438"
"2010-10-01 00:00:00","c#","6720"
"2010-10-01 00:00:00","c++","2927"
"2010-10-01 00:00:00","clojure","77"
"2010-10-01 00:00:00","cobol","2"
"2010-10-01 00:00:00","coffeescript","2"
"2010-10-01 00:00:00","curl","121"
"2010-10-01 00:00:00","delphi","361"
"2010-10-01 00:00:00","fortran","24"
"2010-10-01 00:00:00","go","13"
"2010-10-01 00:00:00","groovy","101"
"2010-10-01 00:00:00","haskell","146"
"2010-10-01 00:00:00","java","5010"
"2010-10-01 00:00:00","javascript","4100"
"2010-10-01 00:00:00","kotlin","2"
"2010-10-01 00:00:00","matlab","161"
"2010-10-01 00:00:00","objective-c","1736"
"2010-10-01 00:00:00","pascal","10"
"2010-10-01 00:00:00","perl","496"
"2010-10-01 00:00:00","php","4474"
"2010-10-01 00:00:00","prolog","42"
"2010-10-01 00:00:00","python","2667"
"2010-10-01 00:00:00","r","214"
"2010-10-01 00:00:00","ruby","924"
"2010-10-01 00:00:00","scala","218"
"2010-10-01 00:00:00","sql","1846"
"2010-11-01 00:00:00","ada","6"
"2010-11-01 00:00:00","assembly","164"
"2010-11-01 00:00:00","awk","45"
"2010-11-01 00:00:00","bash","308"
"2010-11-01 00:00:00","basic","3"
"2010-11-01 00:00:00","c","1673"
"2010-11-01 00:00:00","c#","7300"
"2010-11-01 00:00:00","c++","3363"
"2010-11-01 00:00:00","clojure","85"
"2010-11-01 00:00:00","cobol","5"
"2010-11-01 00:00:00","coffeescript","11"
"2010-11-01 00:00:00","curl","123"
"2010-11-01 00:00:00","delphi","389"
"2010-11-01 00:00:00","fortran","20"
"2010-11-01 00:00:00","go","16"
"2010-11-01 00:00:00","groovy","82"
"2010-11-01 00:00:00","haskell","156"
"2010-11-01 00:00:00","java","5578"
"2010-11-01 00:00:00","javascript","4539"
"2010-11-01 00:00:00","kotlin","1"
"2010-11-01 00:00:00","matlab","156"
"2010-11-01 00:00:00","objective-c","1827"
"2010-11-01 00:00:00","pascal","13"
"2010-11-01 00:00:00","perl","464"
"2010-11-01 00:00:00","php","5077"
"2010-11-01 00:00:00","prolog","72"
"2010-11-01 00:00:00","python","2598"
"2010-11-01 00:00:00","r","241"
"2010-11-01 00:00:00","ruby","926"
"2010-11-01 00:00:00","scala","211"
"2010-11-01 00:00:00","sql","1971"
"2010-12-01 00:00:00","ada","8"
"2010-12-01 00:00:00","assembly","125"
"2010-12-01 00:00:00","awk","54"
"2010-12-01 00:00:00","bash","295"
"2010-12-01 00:00:00","basic","2"
"2010-12-01 00:00:00","c","1464"
"2010-12-01 00:00:00","c#","7091"
"2010-12-01 00:00:00","c++","3126"
"2010-12-01 00:00:00","clojure","93"
"2010-12-01 00:00:00","cobol","11"
"2010-12-01 00:00:00","coffeescript","4"
"2010-12-01 00:00:00","curl","119"
"2010-12-01 00:00:00","delphi","321"
"2010-12-01 00:00:00","fortran","27"
"2010-12-01 00:00:00","go","18"
"2010-12-01 00:00:00","groovy","68"
"2010-12-01 00:00:00","haskell","154"
"2010-12-01 00:00:00","java","5658"
"2010-12-01 00:00:00","javascript","4947"
"2010-12-01 00:00:00","kotlin","1"
"2010-12-01 00:00:00","matlab","179"
"2010-12-01 00:00:00","objective-c","1829"
"2010-12-01 00:00:00","pascal","19"
"2010-12-01 00:00:00","perl","500"
"2010-12-01 00:00:00","php","5337"
"2010-12-01 00:00:00","prolog","51"
"2010-12-01 00:00:00","python","2471"
"2010-12-01 00:00:00","r","223"
"2010-12-01 00:00:00","ruby","1020"
"2010-12-01 00:00:00","scala","225"
"2010-12-01 00:00:00","sql","1894"
"2011-01-01 00:00:00","ada","9"
"2011-01-01 00:00:00","assembly","133"
"2011-01-01 00:00:00","awk","46"
"2011-01-01 00:00:00","bash","319"
"2011-01-01 00:00:00","c","1458"
"2011-01-01 00:00:00","c#","7971"
"2011-01-01 00:00:00","c++","3481"
"2011-01-01 00:00:00","clojure","105"
"2011-01-01 00:00:00","cobol","9"
"2011-01-01 00:00:00","coffeescript","15"
"2011-01-01 00:00:00","curl","154"
"2011-01-01 00:00:00","delphi","368"
"2011-01-01 00:00:00","fortran","32"
"2011-01-01 00:00:00","go","15"
"2011-01-01 00:00:00","groovy","97"
"2011-01-01 00:00:00","haskell","134"
"2011-01-01 00:00:00","java","6520"
"2011-01-01 00:00:00","javascript","5412"
"2011-01-01 00:00:00","matlab","177"
"2011-01-01 00:00:00","objective-c","2175"
"2011-01-01 00:00:00","pascal","20"
"2011-01-01 00:00:00","perl","473"
"2011-01-01 00:00:00","php","6366"
"2011-01-01 00:00:00","prolog","61"
"2011-01-01 00:00:00","python","2895"
"2011-01-01 00:00:00","r","249"
"2011-01-01 00:00:00","ruby","1201"
"2011-01-01 00:00:00","scala","250"
"2011-01-01 00:00:00","sql","2338"
"2011-02-01 00:00:00","ada","6"
"2011-02-01 00:00:00","assembly","147"
"2011-02-01 00:00:00","awk","42"
"2011-02-01 00:00:00","bash","304"
"2011-02-01 00:00:00","basic","3"
"2011-02-01 00:00:00","c","1631"
"2011-02-01 00:00:00","c#","8196"
"2011-02-01 00:00:00","c++","3432"
"2011-02-01 00:00:00","clojure","94"
"2011-02-01 00:00:00","cobol","12"
"2011-02-01 00:00:00","coffeescript","16"
"2011-02-01 00:00:00","curl","161"
"2011-02-01 00:00:00","delphi","358"
"2011-02-01 00:00:00","fortran","29"
"2011-02-01 00:00:00","go","16"
"2011-02-01 00:00:00","groovy","123"
"2011-02-01 00:00:00","haskell","168"
"2011-02-01 00:00:00","java","6846"
"2011-02-01 00:00:00","javascript","5590"
"2011-02-01 00:00:00","matlab","287"
"2011-02-01 00:00:00","objective-c","2427"
"2011-02-01 00:00:00","pascal","15"
"2011-02-01 00:00:00","perl","481"
"2011-02-01 00:00:00","php","6661"
"2011-02-01 00:00:00","prolog","44"
"2011-02-01 00:00:00","python","3002"
"2011-02-01 00:00:00","r","322"
"2011-02-01 00:00:00","ruby","1247"
"2011-02-01 00:00:00","scala","273"
"2011-02-01 00:00:00","sql","2113"
"2011-03-01 00:00:00","ada","3"
"2011-03-01 00:00:00","assembly","193"
"2011-03-01 00:00:00","awk","76"
"2011-03-01 00:00:00","bash","371"
"2011-03-01 00:00:00","basic","1"
"2011-03-01 00:00:00","c","2109"
"2011-03-01 00:00:00","c#","9962"
"2011-03-01 00:00:00","c++","4164"
"2011-03-01 00:00:00","clojure","101"
"2011-03-01 00:00:00","cobol","7"
"2011-03-01 00:00:00","coffeescript","16"
"2011-03-01 00:00:00","curl","155"
"2011-03-01 00:00:00","delphi","515"
"2011-03-01 00:00:00","fortran","34"
"2011-03-01 00:00:00","go","3"
"2011-03-01 00:00:00","groovy","159"
"2011-03-01 00:00:00","haskell","238"
"2011-03-01 00:00:00","java","8445"
"2011-03-01 00:00:00","javascript","6746"
"2011-03-01 00:00:00","kotlin","1"
"2011-03-01 00:00:00","matlab","429"
"2011-03-01 00:00:00","objective-c","3038"
"2011-03-01 00:00:00","pascal","14"
"2011-03-01 00:00:00","perl","604"
"2011-03-01 00:00:00","php","8041"
"2011-03-01 00:00:00","prolog","58"
"2011-03-01 00:00:00","python","3739"
"2011-03-01 00:00:00","r","422"
"2011-03-01 00:00:00","ruby","1635"
"2011-03-01 00:00:00","scala","298"
"2011-03-01 00:00:00","sql","2644"
"2011-04-01 00:00:00","ada","7"
"2011-04-01 00:00:00","assembly","159"
"2011-04-01 00:00:00","awk","59"
"2011-04-01 00:00:00","bash","379"
"2011-04-01 00:00:00","basic","2"
"2011-04-01 00:00:00","c","2032"
"2011-04-01 00:00:00","c#","9247"
"2011-04-01 00:00:00","c++","4156"
"2011-04-01 00:00:00","clojure","110"
"2011-04-01 00:00:00","cobol","7"
"2011-04-01 00:00:00","coffeescript","16"
"2011-04-01 00:00:00","curl","148"
"2011-04-01 00:00:00","delphi","400"
"2011-04-01 00:00:00","fortran","55"
"2011-04-01 00:00:00","go","7"
"2011-04-01 00:00:00","groovy","111"
"2011-04-01 00:00:00","haskell","267"
"2011-04-01 00:00:00","java","7878"
"2011-04-01 00:00:00","javascript","6869"
"2011-04-01 00:00:00","kotlin","2"
"2011-04-01 00:00:00","matlab","380"
"2011-04-01 00:00:00","objective-c","3217"
"2011-04-01 00:00:00","pascal","19"
"2011-04-01 00:00:00","perl","549"
"2011-04-01 00:00:00","php","7559"
"2011-04-01 00:00:00","prolog","67"
"2011-04-01 00:00:00","python","3319"
"2011-04-01 00:00:00","r","474"
"2011-04-01 00:00:00","ruby","1475"
"2011-04-01 00:00:00","scala","270"
"2011-04-01 00:00:00","sql","2279"
"2011-05-01 00:00:00","ada","14"
"2011-05-01 00:00:00","assembly","158"
"2011-05-01 00:00:00","awk","62"
"2011-05-01 00:00:00","bash","404"
"2011-05-01 00:00:00","basic","2"
"2011-05-01 00:00:00","c","1824"
"2011-05-01 00:00:00","c#","9959"
"2011-05-01 00:00:00","c++","3860"
"2011-05-01 00:00:00","clojure","76"
"2011-05-01 00:00:00","cobol","8"
"2011-05-01 00:00:00","coffeescript","44"
"2011-05-01 00:00:00","curl","171"
"2011-05-01 00:00:00","delphi","472"
"2011-05-01 00:00:00","fortran","32"
"2011-05-01 00:00:00","go","36"
"2011-05-01 00:00:00","groovy","159"
"2011-05-01 00:00:00","haskell","317"
"2011-05-01 00:00:00","java","8515"
"2011-05-01 00:00:00","javascript","7287"
"2011-05-01 00:00:00","kotlin","1"
"2011-05-01 00:00:00","matlab","302"
"2011-05-01 00:00:00","objective-c","3484"
"2011-05-01 00:00:00","pascal","26"
"2011-05-01 00:00:00","perl","581"
"2011-05-01 00:00:00","php","8036"
"2011-05-01 00:00:00","prolog","89"
"2011-05-01 00:00:00","python","3508"
"2011-05-01 00:00:00","r","425"
"2011-05-01 00:00:00","ruby","1562"
"2011-05-01 00:00:00","scala","325"
"2011-05-01 00:00:00","sql","2688"
"2011-06-01 00:00:00","ada","10"
"2011-06-01 00:00:00","assembly","139"
"2011-06-01 00:00:00","awk","91"
"2011-06-01 00:00:00","bash","390"
"2011-06-01 00:00:00","basic","1"
"2011-06-01 00:00:00","c","1759"
"2011-06-01 00:00:00","c#","9707"
"2011-06-01 00:00:00","c++","3794"
"2011-06-01 00:00:00","clojure","71"
"2011-06-01 00:00:00","cobol","11"
"2011-06-01 00:00:00","coffeescript","52"
"2011-06-01 00:00:00","curl","191"
"2011-06-01 00:00:00","delphi","452"
"2011-06-01 00:00:00","fortran","34"
"2011-06-01 00:00:00","go","34"
"2011-06-01 00:00:00","groovy","189"
"2011-06-01 00:00:00","haskell","279"
"2011-06-01 00:00:00","java","7855"
"2011-06-01 00:00:00","javascript","7655"
"2011-06-01 00:00:00","kotlin","2"
"2011-06-01 00:00:00","matlab","309"
"2011-06-01 00:00:00","objective-c","3334"
"2011-06-01 00:00:00","pascal","14"
"2011-06-01 00:00:00","perl","566"
"2011-06-01 00:00:00","php","7986"
"2011-06-01 00:00:00","prolog","58"
"2011-06-01 00:00:00","python","3457"
"2011-06-01 00:00:00","r","442"
"2011-06-01 00:00:00","ruby","1553"
"2011-06-01 00:00:00","scala","331"
"2011-06-01 00:00:00","sql","2646"
"2011-07-01 00:00:00","ada","7"
"2011-07-01 00:00:00","assembly","140"
"2011-07-01 00:00:00","awk","44"
"2011-07-01 00:00:00","bash","408"
"2011-07-01 00:00:00","c","1655"
"2011-07-01 00:00:00","c#","9550"
"2011-07-01 00:00:00","c++","3837"
"2011-07-01 00:00:00","clojure","96"
"2011-07-01 00:00:00","cobol","4"
"2011-07-01 00:00:00","coffeescript","65"
"2011-07-01 00:00:00","curl","170"
"2011-07-01 00:00:00","delphi","428"
"2011-07-01 00:00:00","fortran","21"
"2011-07-01 00:00:00","go","26"
"2011-07-01 00:00:00","groovy","146"
"2011-07-01 00:00:00","haskell","249"
"2011-07-01 00:00:00","java","8117"
"2011-07-01 00:00:00","javascript","8072"
"2011-07-01 00:00:00","matlab","282"
"2011-07-01 00:00:00","objective-c","3675"
"2011-07-01 00:00:00","pascal","6"
"2011-07-01 00:00:00","perl","657"
"2011-07-01 00:00:00","php","8586"
"2011-07-01 00:00:00","prolog","41"
"2011-07-01 00:00:00","python","3644"
"2011-07-01 00:00:00","r","453"
"2011-07-01 00:00:00","ruby","1576"
"2011-07-01 00:00:00","scala","424"
"2011-07-01 00:00:00","sql","2646"
"2011-08-01 00:00:00","ada","5"
"2011-08-01 00:00:00","assembly","159"
"2011-08-01 00:00:00","awk","53"
"2011-08-01 00:00:00","bash","453"
"2011-08-01 00:00:00","c","1825"
"2011-08-01 00:00:00","c#","9996"
"2011-08-01 00:00:00","c++","3942"
"2011-08-01 00:00:00","clojure","99"
"2011-08-01 00:00:00","cobol","4"
"2011-08-01 00:00:00","coffeescript","88"
"2011-08-01 00:00:00","curl","201"
"2011-08-01 00:00:00","delphi","420"
"2011-08-01 00:00:00","fortran","38"
"2011-08-01 00:00:00","go","40"
"2011-08-01 00:00:00","groovy","155"
"2011-08-01 00:00:00","haskell","225"
"2011-08-01 00:00:00","java","8621"
"2011-08-01 00:00:00","javascript","8860"
"2011-08-01 00:00:00","kotlin","2"
"2011-08-01 00:00:00","matlab","253"
"2011-08-01 00:00:00","objective-c","3820"
"2011-08-01 00:00:00","pascal","7"
"2011-08-01 00:00:00","perl","609"
"2011-08-01 00:00:00","php","8835"
"2011-08-01 00:00:00","prolog","21"
"2011-08-01 00:00:00","python","3812"
"2011-08-01 00:00:00","r","586"
"2011-08-01 00:00:00","ruby","1847"
"2011-08-01 00:00:00","scala","434"
"2011-08-01 00:00:00","sql","2661"
"2011-09-01 00:00:00","ada","10"
"2011-09-01 00:00:00","assembly","154"
"2011-09-01 00:00:00","awk","70"
"2011-09-01 00:00:00","bash","400"
"2011-09-01 00:00:00","basic","1"
"2011-09-01 00:00:00","c","1913"
"2011-09-01 00:00:00","c#","9228"
"2011-09-01 00:00:00","c++","3924"
"2011-09-01 00:00:00","clojure","82"
"2011-09-01 00:00:00","cobol","11"
"2011-09-01 00:00:00","coffeescript","112"
"2011-09-01 00:00:00","curl","161"
"2011-09-01 00:00:00","delphi","413"
"2011-09-01 00:00:00","fortran","41"
"2011-09-01 00:00:00","go","26"
"2011-09-01 00:00:00","groovy","154"
"2011-09-01 00:00:00","haskell","270"
"2011-09-01 00:00:00","java","8272"
"2011-09-01 00:00:00","javascript","8127"
"2011-09-01 00:00:00","matlab","265"
"2011-09-01 00:00:00","objective-c","3261"
"2011-09-01 00:00:00","pascal","9"
"2011-09-01 00:00:00","perl","500"
"2011-09-01 00:00:00","php","7980"
"2011-09-01 00:00:00","prolog","61"
"2011-09-01 00:00:00","python","3502"
"2011-09-01 00:00:00","r","612"
"2011-09-01 00:00:00","ruby","1541"
"2011-09-01 00:00:00","scala","418"
"2011-09-01 00:00:00","sql","2570"
"2011-09-01 00:00:00","typescript","1"
"2011-10-01 00:00:00","ada","14"
"2011-10-01 00:00:00","assembly","211"
"2011-10-01 00:00:00","awk","77"
"2011-10-01 00:00:00","bash","453"
"2011-10-01 00:00:00","c","2136"
"2011-10-01 00:00:00","c#","9143"
"2011-10-01 00:00:00","c++","4325"
"2011-10-01 00:00:00","clojure","173"
"2011-10-01 00:00:00","cobol","7"
"2011-10-01 00:00:00","coffeescript","104"
"2011-10-01 00:00:00","curl","162"
"2011-10-01 00:00:00","delphi","463"
"2011-10-01 00:00:00","fortran","42"
"2011-10-01 00:00:00","go","39"
"2011-10-01 00:00:00","groovy","158"
"2011-10-01 00:00:00","haskell","326"
"2011-10-01 00:00:00","java","8489"
"2011-10-01 00:00:00","javascript","7969"
"2011-10-01 00:00:00","kotlin","2"
"2011-10-01 00:00:00","matlab","397"
"2011-10-01 00:00:00","objective-c","3245"
"2011-10-01 00:00:00","pascal","14"
"2011-10-01 00:00:00","perl","554"
"2011-10-01 00:00:00","php","7968"
"2011-10-01 00:00:00","prolog","63"
"2011-10-01 00:00:00","python","3597"
"2011-10-01 00:00:00","r","618"
"2011-10-01 00:00:00","ruby","1599"
"2011-10-01 00:00:00","scala","464"
"2011-10-01 00:00:00","sql","2577"
"2011-11-01 00:00:00","ada","16"
"2011-11-01 00:00:00","assembly","211"
"2011-11-01 00:00:00","awk","93"
"2011-11-01 00:00:00","bash","519"
"2011-11-01 00:00:00","basic","1"
"2011-11-01 00:00:00","c","2194"
"2011-11-01 00:00:00","c#","9830"
"2011-11-01 00:00:00","c++","4445"
"2011-11-01 00:00:00","clojure","107"
"2011-11-01 00:00:00","cobol","10"
"2011-11-01 00:00:00","coffeescript","123"
"2011-11-01 00:00:00","curl","171"
"2011-11-01 00:00:00","delphi","504"
"2011-11-01 00:00:00","fortran","35"
"2011-11-01 00:00:00","go","65"
"2011-11-01 00:00:00","groovy","178"
"2011-11-01 00:00:00","haskell","323"
"2011-11-01 00:00:00","java","9560"
"2011-11-01 00:00:00","javascript","8587"
"2011-11-01 00:00:00","kotlin","1"
"2011-11-01 00:00:00","matlab","429"
"2011-11-01 00:00:00","objective-c","3535"
"2011-11-01 00:00:00","pascal","13"
"2011-11-01 00:00:00","perl","602"
"2011-11-01 00:00:00","php","8583"
"2011-11-01 00:00:00","prolog","95"
"2011-11-01 00:00:00","python","3850"
"2011-11-01 00:00:00","r","605"
"2011-11-01 00:00:00","ruby","1729"
"2011-11-01 00:00:00","scala","453"
"2011-11-01 00:00:00","sql","2817"
"2011-12-01 00:00:00","ada","8"
"2011-12-01 00:00:00","assembly","227"
"2011-12-01 00:00:00","awk","101"
"2011-12-01 00:00:00","bash","559"
"2011-12-01 00:00:00","basic","1"
"2011-12-01 00:00:00","c","1996"
"2011-12-01 00:00:00","c#","9237"
"2011-12-01 00:00:00","c++","4324"
"2011-12-01 00:00:00","clojure","135"
"2011-12-01 00:00:00","cobol","8"
"2011-12-01 00:00:00","coffeescript","107"
"2011-12-01 00:00:00","curl","198"
"2011-12-01 00:00:00","delphi","570"
"2011-12-01 00:00:00","fortran","57"
"2011-12-01 00:00:00","go","52"
"2011-12-01 00:00:00","groovy","145"
"2011-12-01 00:00:00","haskell","332"
"2011-12-01 00:00:00","java","9102"
"2011-12-01 00:00:00","javascript","8257"
"2011-12-01 00:00:00","kotlin","2"
"2011-12-01 00:00:00","matlab","386"
"2011-12-01 00:00:00","objective-c","3292"
"2011-12-01 00:00:00","pascal","14"
"2011-12-01 00:00:00","perl","536"
"2011-12-01 00:00:00","php","8257"
"2011-12-01 00:00:00","prolog","70"
"2011-12-01 00:00:00","python","3601"
"2011-12-01 00:00:00","r","612"
"2011-12-01 00:00:00","ruby","1664"
"2011-12-01 00:00:00","scala","373"
"2011-12-01 00:00:00","sql","2578"
"2012-01-01 00:00:00","ada","17"
"2012-01-01 00:00:00","assembly","169"
"2012-01-01 00:00:00","awk","112"
"2012-01-01 00:00:00","bash","601"
"2012-01-01 00:00:00","basic","2"
"2012-01-01 00:00:00","c","2211"
"2012-01-01 00:00:00","c#","10301"
"2012-01-01 00:00:00","c++","4510"
"2012-01-01 00:00:00","clojure","133"
"2012-01-01 00:00:00","cobol","7"
"2012-01-01 00:00:00","coffeescript","118"
"2012-01-01 00:00:00","curl","209"
"2012-01-01 00:00:00","delphi","508"
"2012-01-01 00:00:00","fortran","62"
"2012-01-01 00:00:00","go","37"
"2012-01-01 00:00:00","groovy","174"
"2012-01-01 00:00:00","haskell","353"
"2012-01-01 00:00:00","java","10043"
"2012-01-01 00:00:00","javascript","9517"
"2012-01-01 00:00:00","matlab","450"
"2012-01-01 00:00:00","objective-c","3734"
"2012-01-01 00:00:00","pascal","12"
"2012-01-01 00:00:00","perl","559"
"2012-01-01 00:00:00","php","9160"
"2012-01-01 00:00:00","prolog","83"
"2012-01-01 00:00:00","python","4169"
"2012-01-01 00:00:00","r","689"
"2012-01-01 00:00:00","ruby","1880"
"2012-01-01 00:00:00","rust","1"
"2012-01-01 00:00:00","scala","358"
"2012-01-01 00:00:00","sql","2791"
"2012-02-01 00:00:00","ada","9"
"2012-02-01 00:00:00","assembly","229"
"2012-02-01 00:00:00","awk","85"
"2012-02-01 00:00:00","bash","600"
"2012-02-01 00:00:00","basic","1"
"2012-02-01 00:00:00","c","2390"
"2012-02-01 00:00:00","c#","10654"
"2012-02-01 00:00:00","c++","5067"
"2012-02-01 00:00:00","clojure","151"
"2012-02-01 00:00:00","cobol","11"
"2012-02-01 00:00:00","coffeescript","156"
"2012-02-01 00:00:00","curl","206"
"2012-02-01 00:00:00","delphi","471"
"2012-02-01 00:00:00","fortran","57"
"2012-02-01 00:00:00","go","31"
"2012-02-01 00:00:00","groovy","185"
"2012-02-01 00:00:00","haskell","383"
"2012-02-01 00:00:00","java","10845"
"2012-02-01 00:00:00","javascript","9880"
"2012-02-01 00:00:00","kotlin","3"
"2012-02-01 00:00:00","matlab","552"
"2012-02-01 00:00:00","objective-c","3819"
"2012-02-01 00:00:00","pascal","11"
"2012-02-01 00:00:00","perl","611"
"2012-02-01 00:00:00","php","9790"
"2012-02-01 00:00:00","prolog","49"
"2012-02-01 00:00:00","python","4470"
"2012-02-01 00:00:00","r","811"
"2012-02-01 00:00:00","ruby","2029"
"2012-02-01 00:00:00","rust","6"
"2012-02-01 00:00:00","scala","386"
"2012-02-01 00:00:00","sql","3129"
"2012-03-01 00:00:00","ada","19"
"2012-03-01 00:00:00","assembly","260"
"2012-03-01 00:00:00","awk","117"
"2012-03-01 00:00:00","bash","690"
"2012-03-01 00:00:00","c","2702"
"2012-03-01 00:00:00","c#","11456"
"2012-03-01 00:00:00","c++","5182"
"2012-03-01 00:00:00","clojure","140"
"2012-03-01 00:00:00","cobol","5"
"2012-03-01 00:00:00","coffeescript","115"
"2012-03-01 00:00:00","curl","235"
"2012-03-01 00:00:00","delphi","492"
"2012-03-01 00:00:00","fortran","63"
"2012-03-01 00:00:00","go","47"
